,actual_class,predicted_class,correct_prediction,prediction_probability,confidence,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
28826,poisonous,poisonous,True,0.996799655365965,high,7.26,f,d,n,t,d,c,y,6.33,9.92,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
41351,poisonous,poisonous,True,0.9999848910614689,high,10.91,x,d,o,f,a,unknown,y,12.47,25.69,r,unknown,y,unknown,unknown,t,r,n,d,u
53754,poisonous,poisonous,True,0.9999898292890617,high,16.93,s,d,n,f,d,c,y,5.29,26.15,unknown,k,k,unknown,unknown,f,f,unknown,d,a
44475,poisonous,poisonous,True,0.9995830636385777,high,6.96,p,y,n,f,unknown,unknown,k,11.53,14.35,unknown,s,w,unknown,unknown,t,z,unknown,g,w
48471,edible,edible,True,0.0007749888369496011,high,22.07,x,t,n,f,p,unknown,y,16.31,77.98,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
44734,poisonous,poisonous,True,0.9982949575887597,high,8.54,b,y,w,f,unknown,unknown,k,14.72,16.88,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
4749,edible,edible,True,5.443120119016941e-06,high,3.14,x,unknown,u,f,unknown,d,u,5.8,4.35,unknown,unknown,w,unknown,unknown,f,f,unknown,d,w
22304,edible,edible,True,0.015463178349900273,high,7.73,x,t,y,t,x,c,y,7.05,14.2,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
24945,edible,edible,True,0.0006932925263604148,high,8.37,x,s,u,f,a,c,w,5.09,15.5,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
47402,poisonous,poisonous,True,0.9997377908018154,high,2.92,b,unknown,g,f,a,unknown,n,8.48,2.33,unknown,unknown,n,unknown,w,f,f,k,g,a
35165,edible,edible,True,0.00016739202166684945,high,4.54,x,unknown,w,f,x,c,n,7.6,8.56,b,unknown,w,unknown,w,t,unknown,unknown,g,s
56885,edible,edible,True,2.6766352621098564e-05,high,8.08,f,e,b,f,unknown,c,b,5.07,20.97,unknown,unknown,w,unknown,unknown,t,f,unknown,d,a
2719,edible,edible,True,9.163232082031153e-05,high,4.46,x,h,n,f,e,unknown,w,11.17,11.34,unknown,s,n,u,w,f,f,unknown,d,a
1141,edible,edible,True,0.0005345981034207469,high,8.43,f,unknown,n,t,unknown,unknown,w,10.18,15.75,b,unknown,w,u,w,t,g,unknown,d,a
17577,edible,edible,True,0.007568603455473489,high,9.77,x,s,w,f,s,c,w,7.72,28.87,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
35079,edible,edible,True,0.00302103896323019,high,4.6,x,unknown,w,f,x,c,n,8.53,10.18,b,unknown,n,unknown,w,t,unknown,unknown,d,a
15585,poisonous,poisonous,True,0.9999992223367956,high,5.96,x,s,r,t,s,d,r,6.66,16.13,r,i,w,unknown,unknown,f,f,unknown,d,a
27095,edible,edible,True,0.007137661774756956,high,11.31,s,unknown,w,t,d,c,w,6.26,25.3,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
60873,poisonous,poisonous,True,0.9862810456231795,high,1.2,s,s,y,f,f,f,f,3.73,5.57,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
14111,poisonous,poisonous,True,0.9999949485379216,high,7.14,x,h,e,f,x,unknown,w,15.35,7.93,r,g,n,unknown,unknown,f,f,unknown,d,u
33226,poisonous,poisonous,True,0.9997793154030943,high,10.84,x,h,w,f,s,unknown,p,8.81,18.5,unknown,i,n,unknown,unknown,f,f,unknown,d,a
35816,poisonous,poisonous,True,0.999810230452444,high,4.27,x,t,o,f,a,c,n,5.32,7.71,unknown,y,n,unknown,unknown,t,z,unknown,d,a
42921,edible,edible,True,0.0003021791897834841,high,15.8,x,s,w,t,e,unknown,g,13.3,19.96,s,unknown,w,unknown,unknown,t,r,unknown,m,a
44074,edible,edible,True,7.066773892958189e-06,high,9.88,p,s,w,f,e,c,p,18.28,11.97,unknown,s,w,unknown,unknown,t,e,unknown,u,w
9096,poisonous,poisonous,True,0.9988804095720739,high,10.05,x,unknown,w,f,x,c,w,11.12,11.73,r,i,w,unknown,unknown,f,f,unknown,d,u
5977,edible,edible,True,0.0006195004664161212,high,17.65,f,e,n,f,a,c,w,8.74,25.14,s,unknown,w,unknown,unknown,f,f,unknown,d,a
29456,poisonous,poisonous,True,0.9997348332101763,high,2.82,f,w,o,t,d,c,y,2.56,5.42,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
40792,poisonous,poisonous,True,0.9998110123328181,high,3.51,x,t,n,f,s,c,n,5.68,8.4,unknown,unknown,w,unknown,n,t,z,unknown,d,u
53947,poisonous,poisonous,True,0.9999939613995529,high,16.01,s,s,n,f,d,c,y,5.39,29.71,unknown,k,k,unknown,unknown,f,f,unknown,d,a
5583,edible,edible,True,0.0004470105928518531,high,7.06,x,unknown,g,f,s,c,g,4.89,19.19,b,unknown,u,unknown,unknown,f,f,unknown,d,a
13358,poisonous,poisonous,True,0.9998718704647377,high,0.6,f,unknown,o,f,d,unknown,o,4.07,0.87,unknown,unknown,y,unknown,unknown,f,f,w,g,a
8446,poisonous,poisonous,True,0.9986778616010554,high,4.18,x,unknown,n,f,x,c,p,9.73,4.22,unknown,unknown,p,unknown,unknown,f,f,unknown,l,a
19170,poisonous,poisonous,True,0.9997042490397282,high,4.07,x,h,y,f,a,c,y,6.27,7.14,unknown,g,o,unknown,unknown,f,f,unknown,g,a
32988,poisonous,poisonous,True,0.9994269252661678,high,1.84,x,i,k,f,a,unknown,p,3.51,2.54,unknown,unknown,w,unknown,unknown,f,f,p,g,u
3560,poisonous,poisonous,True,0.9993558193794383,high,3.07,f,y,p,f,e,c,n,4.68,3.58,unknown,k,w,unknown,unknown,t,e,unknown,m,a
40609,poisonous,poisonous,True,0.9998639025574894,high,2.87,x,t,n,f,s,c,n,5.2,7.88,unknown,unknown,w,unknown,n,t,z,unknown,d,a
5480,edible,edible,True,0.0005604906260861463,high,9.34,s,unknown,n,f,s,c,p,7.34,21.21,b,unknown,u,unknown,unknown,f,f,unknown,d,a
43579,edible,edible,True,0.0005586597700413336,high,11.07,x,i,n,t,e,unknown,p,9.15,17.64,unknown,y,w,unknown,unknown,t,p,unknown,l,a
2153,poisonous,poisonous,True,0.9999782699565222,high,6.84,b,t,w,f,e,c,w,11.02,11.16,unknown,y,w,u,w,t,l,unknown,d,u
12999,poisonous,poisonous,True,0.9999768874363646,high,0.73,x,g,o,f,unknown,unknown,y,3.49,0.79,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
39021,poisonous,poisonous,True,0.9998804768593673,high,3.58,x,i,e,f,unknown,unknown,e,4.34,6.26,unknown,unknown,e,unknown,unknown,f,f,n,d,a
20608,edible,edible,True,0.00026158585543761847,high,4.31,x,s,p,f,a,c,e,5.05,6.86,unknown,unknown,e,unknown,unknown,f,f,unknown,g,u
15029,edible,edible,True,9.982363379124409e-05,high,7.44,x,s,y,f,d,d,w,7.18,12.13,unknown,i,n,unknown,unknown,t,unknown,w,d,a
30735,poisonous,poisonous,True,0.9973571433896242,high,6.1,s,unknown,r,t,d,unknown,o,4.91,11.31,unknown,unknown,w,unknown,unknown,t,f,unknown,d,a
14980,edible,edible,True,7.5455974101608e-05,high,11.07,x,s,e,f,a,d,w,9.07,13.99,unknown,i,n,unknown,unknown,t,unknown,w,d,w
30471,edible,edible,True,0.0016258476922631287,high,11.64,s,t,p,t,d,c,o,6.34,18.69,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
49182,edible,edible,True,7.44317113381812e-05,high,6.63,x,d,e,t,p,unknown,r,5.99,12.48,unknown,unknown,e,unknown,unknown,f,f,unknown,d,a
19581,poisonous,poisonous,True,0.999887536774643,high,1.92,x,y,o,f,d,unknown,o,2.57,5.21,unknown,unknown,o,unknown,unknown,f,f,unknown,m,a
55632,edible,edible,True,0.006570151888823949,high,8.15,f,unknown,w,f,d,c,w,2.24,13.81,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
55319,edible,edible,True,9.805948610484326e-06,high,4.4,s,l,n,f,f,f,f,8.13,52.93,unknown,unknown,n,unknown,unknown,f,f,g,l,w
223,poisonous,poisonous,True,0.9999788212227223,high,14.24,f,h,o,f,e,unknown,w,16.7,17.07,s,y,w,u,w,t,p,unknown,d,a
53775,poisonous,poisonous,True,0.9999937702852013,high,16.63,s,s,n,f,d,c,y,5.11,32.85,unknown,k,k,unknown,unknown,f,f,unknown,d,u
31136,edible,edible,True,2.910445528144923e-05,high,7.92,x,s,n,f,e,c,p,6.83,9.45,unknown,i,w,unknown,unknown,f,f,p,d,a
48315,poisonous,poisonous,True,0.9999984961675601,high,8.0,x,i,n,f,a,c,k,7.9,8.74,unknown,i,n,unknown,k,t,z,k,g,u
13749,poisonous,poisonous,True,0.9998644325170924,high,1.5,x,g,n,f,d,d,n,1.91,2.37,unknown,s,n,unknown,unknown,f,f,unknown,d,u
13849,poisonous,poisonous,True,0.9999998882020978,high,4.77,f,w,n,f,x,unknown,w,12.65,6.29,r,g,n,unknown,unknown,f,f,unknown,d,u
35543,poisonous,poisonous,True,0.9999907786655495,high,8.11,x,y,y,f,a,c,n,10.73,10.72,unknown,y,y,unknown,unknown,t,unknown,unknown,d,a
11135,poisonous,poisonous,True,0.9916826652479798,high,2.44,x,g,n,f,a,unknown,p,6.58,2.41,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
60102,poisonous,poisonous,True,0.9989566493228828,high,12.34,o,unknown,n,f,f,f,f,3.75,26.79,unknown,g,n,unknown,unknown,f,f,unknown,d,u
46954,poisonous,poisonous,True,0.9989328818616109,high,1.32,x,unknown,n,f,unknown,unknown,n,5.4,2.62,unknown,s,n,unknown,unknown,f,f,k,g,a
37926,poisonous,poisonous,True,0.9999106386261196,high,1.3,b,t,n,f,unknown,c,g,3.23,2.64,unknown,unknown,n,unknown,unknown,t,f,unknown,g,u
21608,edible,edible,True,0.0002724372767078873,high,6.84,x,unknown,y,f,a,c,w,4.8,12.02,unknown,unknown,g,unknown,unknown,f,f,unknown,d,u
46568,edible,edible,True,0.045103150097740505,high,4.62,f,unknown,y,f,x,c,w,5.88,3.71,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
30593,edible,edible,True,0.0005076586357470964,high,12.57,s,t,w,t,d,c,o,5.74,17.48,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
8759,edible,edible,True,4.890133614193619e-05,high,6.06,x,s,n,f,x,c,w,7.25,10.37,unknown,s,n,unknown,unknown,f,f,unknown,l,a
45921,edible,edible,True,2.736782990770517e-06,high,1.79,x,w,g,f,unknown,d,g,5.06,2.76,unknown,unknown,w,unknown,unknown,f,f,unknown,g,w
53053,edible,edible,True,2.113532192744061e-05,high,10.59,x,h,n,f,p,d,y,7.55,13.55,unknown,s,n,unknown,unknown,f,f,unknown,d,a
50397,poisonous,poisonous,True,0.9996934129577724,high,11.34,x,e,n,t,p,unknown,o,8.58,26.65,unknown,unknown,e,unknown,unknown,f,f,unknown,d,a
42144,edible,edible,True,0.00012507118194333093,high,6.57,p,y,w,f,e,c,p,5.24,12.87,unknown,unknown,w,unknown,w,t,e,unknown,g,u
32673,poisonous,poisonous,True,0.9999829970594866,high,2.73,s,d,w,f,a,d,p,3.54,2.61,unknown,h,w,unknown,unknown,f,f,unknown,g,a
27668,poisonous,poisonous,True,0.9923812771864156,high,6.2,x,d,n,t,d,c,w,6.65,10.37,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
7277,poisonous,poisonous,True,0.9942510722322346,high,3.0,f,s,g,f,d,c,w,3.37,8.69,unknown,unknown,w,unknown,unknown,f,f,unknown,g,a
50144,poisonous,poisonous,True,0.9947029021516545,high,11.07,x,e,n,t,p,unknown,e,7.88,24.16,unknown,unknown,e,unknown,unknown,f,f,unknown,d,u
42834,edible,edible,True,0.0004885186113453881,high,12.76,x,s,w,t,e,unknown,n,11.46,17.95,s,unknown,w,unknown,unknown,t,l,unknown,m,a
30919,poisonous,poisonous,True,0.9970282008019503,high,7.79,s,unknown,r,t,d,unknown,o,5.97,12.87,unknown,unknown,w,unknown,unknown,t,f,unknown,d,u
46922,edible,edible,True,0.0008164893204076905,high,2.87,x,h,n,f,unknown,c,k,7.18,6.36,unknown,s,w,unknown,w,f,f,k,d,u
60770,poisonous,poisonous,True,0.9878073074453787,high,1.22,s,s,y,f,f,f,f,3.65,5.69,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
13491,poisonous,poisonous,True,0.9999309318864911,high,1.4,x,g,y,f,d,d,n,2.1,2.77,unknown,s,n,unknown,unknown,f,f,unknown,h,a
31473,edible,edible,True,2.543790300059376e-05,high,4.84,x,y,n,f,e,c,p,5.4,9.43,unknown,y,n,unknown,unknown,f,f,unknown,d,a
26365,edible,edible,True,0.0005182094873419592,high,9.04,f,s,y,f,x,unknown,n,4.63,18.08,unknown,unknown,p,unknown,unknown,f,f,unknown,d,a
30672,edible,edible,True,0.0005612379492239822,high,9.59,s,t,w,t,d,c,o,5.68,17.45,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
47753,poisonous,poisonous,True,0.9999931819554831,high,4.67,b,t,n,f,unknown,unknown,k,13.36,7.22,unknown,unknown,w,unknown,unknown,t,unknown,k,g,a
59715,poisonous,poisonous,True,0.9999850900457866,high,2.83,o,unknown,g,f,f,f,f,2.42,12.94,unknown,g,g,unknown,unknown,f,f,unknown,d,a
31914,poisonous,poisonous,True,0.9997853026661856,high,3.04,x,k,n,f,s,unknown,p,3.99,2.71,unknown,unknown,n,unknown,unknown,f,f,p,g,a
39691,poisonous,poisonous,True,0.9999547362458026,high,4.56,c,i,y,f,unknown,c,n,6.39,7.04,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
58,poisonous,poisonous,True,0.9999788212227223,high,13.82,f,h,o,f,e,unknown,w,16.86,17.14,s,y,w,u,w,t,p,unknown,d,u
7608,poisonous,poisonous,True,0.9999085333541634,high,3.9,f,l,y,f,x,d,y,5.64,5.02,unknown,unknown,n,unknown,unknown,f,f,unknown,l,u
29040,poisonous,poisonous,True,0.9977474853574306,high,5.08,s,unknown,n,t,d,c,b,6.82,6.65,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
24910,edible,edible,True,0.0008213476801120181,high,6.78,x,s,u,f,a,c,w,4.19,14.07,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
24948,edible,edible,True,0.0002701199215550634,high,9.37,f,s,k,f,a,c,w,5.36,15.64,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
24982,edible,edible,True,0.0008003263799938742,high,8.35,f,s,u,f,a,c,w,4.79,15.31,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
55584,edible,edible,True,0.001806392548440991,high,12.46,f,unknown,l,f,d,c,y,2.59,14.55,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
23531,poisonous,poisonous,True,0.9769746067007679,high,4.27,f,unknown,u,f,a,unknown,w,4.54,7.8,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
24714,edible,edible,True,0.0009474486598932858,high,7.45,f,s,u,f,a,c,w,3.86,14.31,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
28572,poisonous,poisonous,True,0.9999857763663462,high,10.9,x,t,r,t,d,c,b,4.85,23.28,unknown,unknown,r,unknown,unknown,f,f,unknown,l,u
789,poisonous,poisonous,True,0.9983905169000732,high,12.3,f,unknown,n,f,e,unknown,w,11.11,14.23,unknown,unknown,w,u,w,t,e,unknown,d,a
40224,poisonous,poisonous,True,0.9997391643210981,high,1.8,c,unknown,w,f,a,c,w,3.75,3.44,unknown,i,w,unknown,unknown,f,f,unknown,d,u
49863,poisonous,poisonous,True,0.999977381678857,high,12.22,x,s,n,t,p,unknown,o,8.4,25.83,c,unknown,y,unknown,unknown,f,f,unknown,d,u
46812,edible,edible,True,0.00018248327340122337,high,3.63,f,h,n,f,unknown,c,k,6.09,6.02,unknown,s,w,unknown,w,f,f,k,d,a
27255,poisonous,poisonous,True,0.9995660733886236,high,13.71,s,k,w,t,d,d,n,6.62,28.84,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
34119,poisonous,poisonous,True,0.9998440273928277,high,6.93,f,w,p,f,s,c,p,4.46,9.91,unknown,unknown,p,unknown,unknown,f,f,unknown,d,a
47697,poisonous,poisonous,True,0.9996699512189513,high,4.24,b,h,n,f,unknown,unknown,k,11.82,5.59,unknown,unknown,w,unknown,unknown,t,unknown,k,g,a
31943,poisonous,poisonous,True,0.9998087830490866,high,3.6,x,k,n,f,s,unknown,p,3.76,2.79,unknown,unknown,n,unknown,unknown,f,f,p,g,a
12916,poisonous,poisonous,True,0.999976978348721,high,0.76,x,g,o,f,unknown,unknown,y,3.53,0.78,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
48556,edible,edible,True,0.002984305140995509,high,17.95,x,t,n,f,p,unknown,w,18.6,69.22,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
39258,poisonous,poisonous,True,0.9999828806888948,high,4.82,c,k,w,t,x,c,p,5.07,12.6,unknown,unknown,w,unknown,unknown,f,f,unknown,g,u
46931,edible,edible,True,0.0008687110348142412,high,4.65,x,h,n,f,unknown,c,n,5.87,6.2,unknown,s,w,unknown,w,f,f,k,d,u
43084,poisonous,poisonous,True,0.99975093069094,high,9.52,x,y,w,t,unknown,unknown,p,8.92,14.43,s,unknown,w,unknown,unknown,t,l,unknown,g,u
6424,edible,edible,True,0.001211539403603117,high,5.62,s,unknown,n,f,d,c,w,4.86,8.25,unknown,s,w,unknown,unknown,f,f,unknown,l,a
50961,poisonous,poisonous,True,0.9998379986953374,high,9.45,p,unknown,n,f,p,unknown,w,9.71,31.69,c,unknown,n,unknown,unknown,f,f,w,d,a
26353,edible,edible,True,0.0006267626740508406,high,10.07,f,s,n,f,x,unknown,n,5.89,18.97,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
58268,edible,edible,True,0.00011370984639604055,high,51.22,o,y,y,f,p,unknown,y,8.04,42.39,unknown,k,k,unknown,unknown,f,f,unknown,d,s
31055,poisonous,poisonous,True,0.9970508741072347,high,8.81,s,unknown,r,t,d,unknown,o,6.08,13.12,unknown,unknown,w,unknown,unknown,t,f,unknown,d,u
29227,poisonous,poisonous,True,0.9847897050909868,high,6.5,s,unknown,n,t,d,c,w,5.67,6.06,unknown,unknown,e,unknown,unknown,f,f,unknown,d,u
58733,poisonous,poisonous,True,0.9634763631284057,high,17.96,x,s,n,f,p,unknown,y,5.41,38.9,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
26558,poisonous,poisonous,True,0.994007515846551,high,8.94,f,unknown,r,f,x,c,n,6.29,11.18,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
8642,edible,edible,True,2.6228159791246082e-05,high,6.73,f,s,b,f,x,c,w,7.25,9.95,unknown,s,n,unknown,unknown,f,f,unknown,l,w
38972,poisonous,poisonous,True,0.999915986998598,high,3.17,x,i,e,f,unknown,unknown,e,4.26,4.81,unknown,unknown,e,unknown,unknown,f,f,n,d,a
20583,edible,edible,True,0.0020740078724693833,high,4.54,x,s,o,f,a,c,o,5.32,7.09,unknown,unknown,e,unknown,unknown,f,f,unknown,m,u
22647,poisonous,poisonous,True,0.9952871490158351,high,6.08,x,t,n,f,x,c,y,4.59,14.14,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
34745,poisonous,poisonous,True,0.9973832079406564,high,2.17,b,g,n,f,unknown,c,n,5.8,2.83,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
8560,edible,edible,True,6.559318445373159e-05,high,5.64,x,s,b,f,x,c,w,5.26,7.28,unknown,s,n,unknown,unknown,f,f,unknown,l,a
43282,poisonous,poisonous,True,0.9984662354527402,high,6.58,x,y,w,t,unknown,unknown,g,7.89,12.91,s,unknown,w,unknown,unknown,t,l,unknown,g,a
10200,poisonous,poisonous,True,0.9999997886112819,high,0.86,x,g,p,f,a,unknown,n,4.28,1.08,unknown,h,k,unknown,unknown,f,f,unknown,d,a
28859,poisonous,poisonous,True,0.9986822161380791,high,7.46,f,d,n,t,d,c,y,4.89,7.2,unknown,unknown,e,unknown,unknown,f,f,unknown,d,a
42136,edible,edible,True,0.000543672196952782,high,4.26,f,y,w,f,e,c,p,4.42,10.71,unknown,unknown,w,unknown,w,t,e,unknown,g,a
37331,poisonous,poisonous,True,0.9999966642874699,high,4.03,x,t,l,f,s,c,n,6.14,7.74,unknown,y,l,unknown,unknown,t,e,k,m,u
7215,poisonous,poisonous,True,0.998136167645529,high,2.88,x,s,g,f,d,c,w,3.28,7.39,unknown,unknown,w,unknown,unknown,f,f,unknown,g,u
59971,poisonous,poisonous,True,0.9995002704848106,high,2.69,o,unknown,g,f,f,f,f,3.49,13.87,unknown,g,n,unknown,unknown,f,f,unknown,d,a
5337,edible,edible,True,0.0001445088894005221,high,6.28,s,unknown,g,f,s,c,p,5.48,17.05,b,unknown,u,unknown,unknown,f,f,unknown,g,a
52657,edible,edible,True,4.5079035929788645e-05,high,8.54,x,t,n,t,p,unknown,y,6.64,16.09,unknown,unknown,n,unknown,w,t,p,unknown,d,a
46342,edible,edible,True,0.00854686838525555,high,3.49,x,unknown,w,f,x,c,n,4.96,3.37,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
3174,edible,edible,True,0.0009400557011127081,high,15.96,p,y,w,f,unknown,unknown,w,23.57,19.51,s,unknown,n,unknown,unknown,t,m,unknown,m,a
43228,poisonous,poisonous,True,0.9839176670006328,high,7.27,x,y,w,t,unknown,unknown,w,8.39,16.2,s,unknown,w,unknown,unknown,t,l,unknown,d,a
52522,edible,edible,True,0.0001765473582728319,high,9.32,x,t,y,f,p,unknown,y,8.4,15.31,unknown,unknown,y,unknown,y,t,unknown,unknown,d,a
43184,poisonous,poisonous,True,0.9985477107366767,high,7.02,x,y,w,t,unknown,unknown,g,8.43,14.59,s,unknown,w,unknown,unknown,t,l,unknown,g,a
23953,poisonous,poisonous,True,0.9888631303081795,high,3.96,x,unknown,y,f,x,unknown,w,5.25,6.93,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
10427,edible,edible,True,4.3899894772921976e-05,high,4.72,f,g,g,f,a,d,g,4.93,3.77,unknown,s,n,unknown,unknown,f,f,unknown,d,a
55837,edible,edible,True,0.003997946008652319,high,8.82,s,unknown,n,f,unknown,unknown,w,4.32,23.93,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
56948,edible,edible,True,2.4832761919435183e-05,high,9.9,f,e,b,f,unknown,c,b,5.03,20.77,unknown,unknown,w,unknown,unknown,t,f,unknown,d,a
13437,poisonous,poisonous,True,0.9998552443570566,high,1.48,x,g,n,f,d,d,n,2.33,2.44,unknown,s,n,unknown,unknown,f,f,unknown,h,u
43350,poisonous,poisonous,True,0.9984334954983273,high,5.58,x,y,w,t,unknown,unknown,g,6.1,12.49,s,unknown,w,unknown,unknown,t,l,unknown,g,u
42973,edible,edible,True,0.00016230687404452166,high,11.02,f,s,n,t,e,unknown,n,8.84,17.38,s,unknown,w,unknown,unknown,t,l,unknown,m,u
53309,poisonous,poisonous,True,0.9998250325486012,high,10.16,x,t,r,t,d,c,n,6.62,14.12,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
40875,poisonous,poisonous,True,0.999745789828684,high,4.16,x,t,n,f,s,c,n,6.04,9.7,unknown,unknown,w,unknown,n,t,z,unknown,d,a
59537,poisonous,poisonous,True,0.9999971493761998,high,3.88,o,unknown,w,f,f,f,f,5.81,28.53,unknown,g,w,unknown,unknown,t,f,unknown,d,u
22807,poisonous,poisonous,True,0.9963828052281972,high,6.14,f,t,y,f,x,c,y,4.73,13.87,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
28067,poisonous,poisonous,True,0.9992529037029964,high,7.62,s,h,n,t,d,unknown,w,4.46,13.13,unknown,t,r,unknown,unknown,f,f,unknown,d,a
42030,edible,edible,True,1.0999101585624194e-05,high,6.17,p,s,w,f,e,c,p,5.12,12.76,unknown,unknown,w,unknown,w,t,e,unknown,g,u
60436,edible,edible,True,0.00021240791837620114,high,4.73,p,unknown,n,f,f,f,f,5.49,19.42,unknown,unknown,n,unknown,unknown,f,f,unknown,l,s
9697,poisonous,poisonous,True,0.9944838523413366,high,1.05,x,g,w,f,a,d,w,3.02,1.49,unknown,unknown,n,unknown,unknown,f,f,unknown,l,u
55818,edible,edible,True,0.005541275132490361,high,9.98,o,unknown,n,f,unknown,unknown,w,5.33,25.99,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
34919,poisonous,poisonous,True,0.9963340294920742,high,1.91,b,g,w,f,unknown,c,n,5.61,2.93,unknown,unknown,n,unknown,unknown,f,f,unknown,m,s
30277,poisonous,poisonous,True,0.9992291263697979,high,8.81,s,t,p,t,d,c,p,8.19,14.54,unknown,unknown,p,unknown,unknown,t,f,unknown,d,a
5422,edible,edible,True,0.0010918971521845142,high,8.31,f,unknown,n,f,s,c,p,6.93,19.35,b,unknown,u,unknown,unknown,f,f,unknown,d,w
20410,edible,edible,True,8.19064500776592e-05,high,8.82,f,d,b,f,d,d,o,7.36,13.62,unknown,unknown,w,unknown,unknown,f,f,unknown,m,a
610,poisonous,poisonous,True,0.9978484144974128,high,8.01,p,g,n,f,e,unknown,w,7.3,13.64,unknown,y,w,u,w,t,p,unknown,d,a
24515,edible,edible,True,7.350870653000718e-05,high,11.33,x,e,l,f,x,c,w,7.93,22.32,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
52904,edible,edible,True,0.040581992659989796,high,7.85,x,s,n,t,p,unknown,y,7.28,16.74,unknown,unknown,n,unknown,w,t,p,unknown,d,u
33436,poisonous,poisonous,True,0.9695719658579641,high,13.52,x,s,n,f,s,unknown,y,6.74,16.87,unknown,i,n,unknown,unknown,f,f,unknown,d,u
40847,poisonous,poisonous,True,0.9998880134265978,high,2.63,x,t,n,f,s,c,n,5.45,6.8,unknown,unknown,w,unknown,n,t,z,unknown,d,u
36572,poisonous,poisonous,True,0.9999900357482455,high,4.07,b,s,y,f,unknown,c,k,8.01,6.57,unknown,unknown,y,u,w,t,z,r,d,s
56056,edible,edible,True,0.010053350657097681,high,5.77,o,unknown,n,f,unknown,unknown,w,2.79,18.39,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
30402,edible,edible,True,0.0018824924742484564,high,11.72,s,t,o,t,d,c,o,7.13,17.99,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
52024,edible,edible,True,9.315712142725993e-06,high,8.09,x,unknown,g,t,p,unknown,g,11.07,25.71,unknown,y,w,unknown,unknown,f,f,unknown,d,a
27538,poisonous,poisonous,True,0.9987852675432735,high,6.54,s,d,e,t,d,c,w,5.98,8.71,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
51245,edible,edible,True,0.0003363891152416223,high,4.67,x,t,n,f,p,unknown,n,5.83,11.71,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
